 Result 7 : 198132302 : Андрей
 Result (-12+21j) : 198132302 : Андрей
 Result 4 : 198132302 : Андрей
 Result 2.0 : 1887407103 : Nadezhda
 Result 1520 : 1887407103 : Nadezhda
 Result 75777876 : 1887407103 : Nadezhda
 Result 24 : 1887407103 : Nadezhda
